gene,SRR4457115_adjacent_normal_1,SRR4457116_adjacent_normal_2,SRR4457117_adjacent_normal_4,SRR4457118_adjacent_normal_3,SRR4457119_adjacent_normal_5,SRR4457120_primary_tumor_1,SRR4457121_primary_tumor_2,SRR4457122_primary_tumor_3,SRR4457123_primary_tumor_4,SRR4457124_primary_tumor_5,SRR4457125_liver_metastasis_4,SRR4457126_liver_metastasis_1,SRR4457127_liver_metastasis_5,SRR4457128_liver_metastasis_2,SRR4457129_liver_metastasis_3,SRR4457130_liver_normal_1,SRR4457131_liver_normal_2,SRR4457132_liver_normal_3,SRR4457133_liver_normal_4,SRR4457134_liver_normal_5
WASHC3,1418.5899540491178,1586.885258877297,1466.2327211603704,1253.2641067302984,1611.3489990892615,1582.9429682338584,1476.4491128048019,1742.6527972381725,1990.3788471890243,2187.7863683126197,2745.405690592072,954.8249691822293,1254.1312566302006,1744.7559291610694,1842.5232019068453,1344.781523191566,1667.2210730227114,1488.5047505992209,1283.6807138040124,1208.0063602183561
VCAN,497.2181511182192,657.3942204642207,853.4308617694936,634.1645508583767,791.0080948199106,451.76717694181184,4064.547492714908,4225.835423922589,1312.8699918089426,774.5296557851628,918.5672937448427,2197.522541013429,1809.1341048024226,3348.815516450269,2201.1351002645542,89.38725043370823,190.12170130960752,345.25993447078713,599.981203191006,293.95288023853385
WIPF2,6452.4492893204015,5748.304913537852,7177.161044279538,4071.8529306246,5260.350494599653,4033.384387132246,2952.8982256096037,2489.6899186830656,2828.9297331886987,2703.706290035288,3351.410054119495,3084.6546952163208,2539.317191996006,2864.8686163909942,3322.901383304676,2991.4933145147693,2173.769102386072,2508.279126585784,4185.915371100042,1731.5224421669834
WASHC2C,1465.0855445162797,1897.4079633303809,2594.515376757884,1924.732454697992,1964.3204727975283,1476.5931075140934,1223.4530727049746,1058.0856789803097,1485.8643606385824,1266.4079690648343,1486.3286634574274,1018.2424484786608,1144.2454703349827,1275.9702728379873,1386.7504443881821,881.9542042792546,926.6771035859888,891.7309565801785,881.0355209648659,1069.4285738201902
LATS1,392.84029496744796,333.37052886100287,318.6997453725678,551.6657687896965,447.81422426145735,660.9512005063084,1024.122859292989,718.4050366508376,1207.8152296469427,947.369327294268,535.4019134077224,916.3469480360795,726.2017181249163,884.203734694765,473.438368275201,305.9030348175793,426.77668615653147,644.7900762964367,179.39637304714464,800.6716547449589
CYP46A1,96.78673933980605,33.233199138791555,49.19526270851718,18.651898554658143,28.35504913445909,12.304942562617445,20.444124452511325,23.426251195136004,2.5162817284311307,2.5990928046481976,13.23795939744369,21.376678414527518,16.721750088402676,9.703195991163401,54.76339334526579,162.88343412364608,113.0094028763401,144.0488468321827,107.63782382828678,184.77038186422126
FCN1,115.76453136721899,89.31422268550232,49.19526270851718,274.0394326107465,117.33123779776176,8.789244687583889,161.63635895266762,372.2171023227165,163.5583123480235,49.38276328831575,133.85047835193063,281.4595991246124,292.23248964018006,249.85729677245757,183.72235186798846,361.5217684207755,373.59579068531264,635.6441177674093,3274.980454627318,543.112940631196
NUBPL,1117.7919504146223,814.2133789003932,1009.572347757396,681.5116779586627,1191.889823962263,1604.9160799528179,682.3226536025654,600.6230514752925,1098.3569744601884,1347.6296192100906,1611.3538355443961,761.7223075043306,410.08101407273216,820.5265110027551,1086.4350615270469,1748.0173418147388,1176.6273123007174,580.7683665932444,653.8001151051492,620.1005997412882
ILRUN,3943.5851832964095,3355.5145755448607,3659.6997606205605,3553.1866746623755,3324.3850709365834,3453.294237751709,3690.164463678294,2674.4970114446937,3717.8062537569954,3273.5573874544048,3366.8543400831786,5360.55839041635,2564.797954035477,2721.746475521334,1540.4412579700574,7810.459304563127,5014.95844293594,5563.029275280961,8628.965543567658,4652.854161489937
KCNJ14,55.03559687949755,43.618573869663926,12.83354679352622,17.21713712737674,31.288330079403142,112.50233200107377,58.13797891182907,72.88167038486758,71.08495882817944,88.36915535803873,75.75054544092778,161.75020000325824,142.53301265828946,93.99971116439545,349.77909297943955,63.5642669750814,58.49898501834076,125.75692977412773,147.50368450543004,39.19371736513786
NBPF1,1689.0234904397525,863.0246401354933,1344.3140266218716,1213.8081674800603,903.4505310427656,519.4443610362076,608.2127024622117,393.04043671839304,422.10625994432223,647.1741083574012,389.784360035842,504.4896105828495,439.5431451808703,496.68234479767665,833.8168277085631,508.51413580065133,317.75585044053275,697.3793378383448,1323.546574481156,740.4813030770688
CHORDC1,341.60025649343305,282.48219267972826,259.879322568906,258.25705691065116,520.1684875700772,890.350486852248,979.4013370531204,899.9584834131415,734.7542647018903,965.5629769268054,463.3285789105291,939.8612942920599,889.4378499402756,904.8230261759873,515.8358340908907,272.1345179870673,506.54802936335983,690.5198689415741,434.5378813808615,641.0972340440406
SRSF9,373.8625029400351,508.8833618127458,652.3719620042493,634.8819315720174,963.093910256628,892.987260258523,1127.6212393338276,545.311069486777,1208.4443000790504,901.2354300117627,934.011579708527,752.4590801913687,442.7282404358042,1101.9191947464938,213.75389015410198,353.5762350488904,640.8297904281875,320.1085485159615,157.47014967471588,408.7344810935805
MAP4K4,3022.213380365512,2336.709314446281,2526.069793859077,1510.8037829273092,1691.525344917732,2937.3655745905353,6397.094316968622,2545.001900671581,3030.8613418952973,2282.6532556822795,2902.7903189839026,4343.741053831992,1860.095628881364,3421.589486383995,9776.148992667771,6974.191917172213,3063.2195791422077,6063.770504745214,8975.798531458804,4112.540772099108
PLEKHF2,495.3203719154779,612.7371091214693,891.9315021500722,835.0311506777721,664.8770141873167,690.8346324440936,643.3510413649658,583.0533630789406,857.4229989629077,567.9017778156311,686.1675621008312,608.5227788668834,410.08101407273216,680.4366188803335,180.18922971668098,397.2766685942588,372.2662682985321,278.9517351353379,526.2293609382908,442.32909597798437
AC067750.1,104.3778561507712,69.58201069684482,38.50064038057866,74.60759421863257,43.02145385917932,80.86105112577177,51.110311131278316,68.97729518567823,53.47098672916152,40.28593847204705,36.772109437343595,31.352461674640363,23.888214412003823,31.535386971281053,91.86117593399423,39.72766685942588,45.20376115053605,50.3027719096511,155.4768566408587,75.58788348990872
PDK4,3063.9645228258205,3724.1953784908296,1179.6168427716184,6663.0320682947995,1192.8675842772445,351.5697875033555,254.27379787810958,277.86136834230757,634.102995564645,315.14000256359395,579.5284447325349,946.9868537635692,1278.8157448559375,1537.350114849951,1022.8388628035127,11360.12633845283,10870.175034317137,12157.265374709768,15428.08808205444,19199.32240643681
RAD51B,65.47338249457465,111.12350962033427,103.73783658100359,188.67112768750349,99.73155212809749,99.31846496969791,171.21954228978234,219.29574035446757,273.01656753477766,157.89488788237801,135.32136272942438,174.5762070519747,144.1255602857564,161.92208310253926,169.5898632627586,75.48256703290917,139.5998506119495,96.03256455478844,95.6780656251438,113.38182523486307
LYSMD3,293.20688682353006,180.7055203171791,301.58834964786615,455.53675316184297,383.2820434726884,284.77152787771803,484.90907685800295,505.61658829501874,494.44935963671725,373.61959066817843,157.38462839183055,228.01790308829356,379.82260915086067,289.2765304865589,123.65927529576149,270.148134644096,577.0127158627248,420.7140923352637,279.06102474000284,565.509350554132
MEG3,2177.7016351456355,1620.1184580160889,990.3220275671066,304.88680329729647,504.52432253037557,609.9735813183219,955.1239392657634,605.1781558743468,49.06749370440704,118.258722611493,673.6650448921345,1015.3922246900572,1116.3758868543116,449.9857140902028,3079.1159548644605,673.3839532672688,4053.7137572936585,2512.852105850298,1488.9898962913003,3924.9708389945204
ZNF84,848.3073036253587,590.9278221866375,475.910693593264,513.6445909667395,476.1692733959165,860.4670549144626,967.9015170485831,372.8678315225814,694.4937570469922,794.6726250211864,758.9763387867715,800.2003286504802,534.2997290151521,815.0684632577256,2135.7723404653657,542.2826526311633,546.4337009667739,827.7092468769862,354.80616002657496,684.4902782697291
USP33,851.1539724294706,775.7874923961655,968.9327829112295,1382.3926351856244,1006.1153641158072,1319.2656276063415,1772.8889173662162,1108.842556569771,1051.805762484213,1454.8421974018286,906.8002187248927,1036.0563471574337,917.3074334209468,791.4169230292648,1270.1574133950355,454.8817855404264,973.2103871233054,1001.4824589285083,912.9282095065804,1045.6323882770707
SGK1,891.9562252884085,1287.786466628173,2784.8796541951892,7423.455624753938,1541.9280167255856,385.84784178493277,1045.8447415237824,988.4576545947664,594.4715583418546,759.5848721584358,1358.361722615472,1221.3208934166726,1320.2219831700775,1587.078994304664,1766.5610756537353,1891.036942508672,3886.1939365593203,5867.132396371123,2240.461370055451,5807.669048141321
STAT2,1287.6431890599686,1317.904053347703,1536.8172285247647,1281.241954562286,1260.3330460109576,1031.8573263223484,1153.176394899467,1759.5717564346596,496.33657093304055,1066.277823106923,1419.4034242814623,1695.1705982720325,2377.673607808113,1393.0150744813955,1224.2268254280384,2765.0456134160413,3063.2195791422077,4049.3731387269127,3974.626309511182,5167.971589717463
DPP3,1450.85220049572,2145.618419398231,2979.521780563671,2073.947643135257,2982.1689606931122,2460.10958805473,2482.044484312703,2930.233586991595,2166.518568179204,2491.88022645646,2671.126029528638,4318.089039734558,1880.0024742247006,1836.9362910771213,2565.046681849224,1396.4274901088195,1015.7551035002803,1216.4124843606535,1245.8081461607267,989.6413634697307
AC110995.1,17.080012824671652,56.08102354671076,51.33418717410488,45.91236567300464,103.64259338802287,5.2735468125503315,5.111031113127831,3.9043751991893343,3.7744225926466966,27.290474448806076,37.507551626090454,21.376678414527518,22.295666784536902,41.238582962444454,10.599366453922412,127.1285339501628,191.451223696388,80.02713712899038,426.5647092454328,277.155572796332
BMP2,1100.7119375899508,2407.329862616213,3344.208401946374,1768.3434591243195,2045.4745789409803,430.6729896916105,226.8020056450475,465.9221071032605,221.4327921019395,1045.4850806697375,127.96694084195568,141.08607753588163,616.3159318296987,354.1666536774641,605.9304489492313,580.0239361476179,555.7403576742372,377.27078932238317,741.5050085948645,550.1118187321135
PIBF1,247.66018595773892,329.21637896865394,346.5057634252079,504.3186416894104,284.5282516595723,1111.8394529793618,1306.5073282933015,1388.0053833118084,1118.4872282876377,491.8783132796714,1100.22151436532,1056.0079136776592,1609.2693775553241,690.7462646209448,651.8610369162283,256.2434512432969,475.9690144674089,500.74122946425416,406.6317789068611,401.73560299266296
AC005696.1,81.60450571787567,31.156124192617092,48.125800475723324,30.129989972909303,37.15489196929123,36.03590321909394,19.166366674229366,16.918959196487116,9.43605648161674,9.746598017430742,21.327823473659283,7.838115418660091,10.351559578534989,10.309645740611113,10.599366453922412,17.877450086741646,15.954268641365662,16.005427425798075,17.939637304714466,8.398653721100969
RPL23AP42,11.386675216447768,2.0770749461744726,8.555697862350812,10.043329990969768,18.577445984645614,2.6367734062751658,5.749910002268809,4.555104399054224,15.097690370586786,11.695917620916891,31.62401411611548,11.400895154414675,3.1850952549338425,10.916095490058826,5.299683226961206,5.959150028913883,5.318089547121888,2.286489632256868,1.9932930338571624,1.3997756201834948
ZSWIM6,755.3161226910353,752.9396679882464,1211.700709755434,864.4437599370406,970.9159927764787,687.3189345690599,551.3524813286648,633.8102406684019,453.5597815497113,680.3125416166657,543.4917774839382,404.0192220345701,601.9830031824963,517.3016362788989,1215.3940200497698,516.4596691725365,631.5231337207241,948.8931973866004,609.9476683602918,1366.181005299091
HNRNPA3,6033.040085514576,5840.734748642617,5869.208733572657,8651.611406506814,6874.6327746338575,11130.699472356235,12309.27955707924,9993.899051524966,17320.19620722358,13958.427907363148,10709.509152531946,11829.85383459953,9343.476930348428,10494.00646444322,11268.893101595177,4034.3445695746977,6244.7666507078775,4680.444277229809,4941.373430931906,4858.621177656911
SPATS2,905.2406797075977,896.257839274285,1091.9209396825224,629.8602665765325,1145.93508915814,1110.9605285106034,1314.8127538521346,716.4528490512427,852.3904355060455,1341.7816603996318,1000.2013766957457,1088.7854872466016,566.9469553782241,864.1908929629906,2111.0404854062135,278.09366801598117,206.07596995097316,617.3522007093544,534.2025330737197,376.5396418293601
COX17,1471.727771725874,1085.271659376162,1501.5249748425674,1364.4581173446068,1273.0439301057152,1265.6512350120795,1520.5317561555296,1384.7517373124838,1741.2669560743427,875.8942751664425,1804.775131184823,833.6904581665732,1279.6120186696712,1117.6868882321344,1132.3656494940442,3678.781951182837,3192.1832506599126,2478.554761366445,2216.5418536491648,2033.8739761266181
MAP3K11,3909.4251576470674,4619.414680292027,5208.281073706057,3787.0527873092433,5385.503814917265,2410.8898178042605,2262.2701464482057,3007.670361775517,1768.946055087085,2645.2267019307033,2411.5149369009923,3497.2245886167025,2722.4601691547023,2134.0966683065008,2480.2517502178443,8634.808391896215,4461.877130035265,5949.446023132371,5258.307023315195,4622.0590978459
TMEM135,453.56922945516936,340.6402911726135,419.2291952551897,606.1867030263894,612.0779571783239,356.84333431590585,532.8249935435764,372.2171023227165,447.89814766074124,608.8374894888402,375.07551626090464,387.630435250099,470.5978239164752,354.77310342691186,270.28384457502153,427.0724187388282,828.2924469642338,667.6549726190053,474.4037420580047,715.2853419137658
TMEM186,185.03347226727627,175.51283295174298,213.89244655877036,251.80063048788486,288.4392929194977,274.2244342526173,274.07904344147994,120.38490197500448,408.89578087005873,257.31018766017155,323.5945630486235,109.73361586124126,124.21871494241988,180.72202533541835,169.5898632627586,206.58386766901455,194.11026846994892,141.76235719992582,47.8390328125719,149.77599135963396
PHETA2,580.7204360388362,542.1165609515374,391.42317720254965,728.8588050589489,522.1240082000398,467.5878173794628,306.66186678766985,353.9966847264996,373.6678366720229,525.0167465389359,465.5349054767698,228.01790308829356,297.8064063363143,292.30877923379745,522.9020783935057,146.99236737987576,146.2474625458519,59.44873043867857,63.7853770834292,125.97980581651456
MARVELD3,1981.281487661912,2642.0393315339293,4633.979854695759,1555.998767886673,3782.954658662836,1202.3686732614756,785.182154754263,694.3280562558366,1210.9605818074815,1404.1598877111887,995.0532813745174,1075.2469242507343,828.1247662827991,601.5981514521309,1699.431754778893,462.82731891231145,445.38999957145813,471.01686424491476,514.2696027351478,355.54300752660765
AC119044.1,7.591116810965179,35.31027408496603,13.90300902632007,2.8695228545627907,6.844322204869436,17.578489375167774,14.694214450242514,5.856562798784001,5.0325634568622615,7.797278413944593,37.507551626090454,19.23901057307477,27.073309666937664,19.406391982326802,19.432171832191084,13.904683400799058,33.2380596695118,52.589261541907966,163.4500287762873,25.195961163302908
GPX2,8414.752984954901,6685.065714262541,19073.858921878338,10689.690013960035,19087.836869065875,23358.29668172294,21091.308767211136,16645.002203343996,40791.44309959706,13712.813637323892,12638.57401361499,20940.59417487116,16662.8258261864,33292.27189543108,6774.761725132074,7045.7017175191795,2104.633938273487,6587.376630532038,15756.981432640869,4776.034416066084
TRDMT1,159.41345303026876,153.70354601691096,142.23847696158228,177.910416982893,164.26373291686647,244.34100231483208,295.8009256722732,197.82167675892623,306.98637086859793,238.46676482647214,119.1416345769932,229.44301498259537,132.97772689348793,240.76055053074188,208.4542069271408,67.537033661024,113.0094028763401,70.88117859996291,31.8926885417146,158.1746450807349
POLD1,202.1134850919479,426.8389014388541,331.53329216609404,395.2767732160244,417.5036544970356,588.0004695993621,728.321933620716,571.3402374813726,589.4389948849922,833.0092438897473,561.1423900138632,934.8734026620036,489.7083954460783,465.75340757584326,710.1575524128017,121.16938392124894,148.90650731941284,118.89746087735712,7.9731721354286496,214.16566988807472
AC092164.1,78.75783691376374,60.235173439059714,34.222791449403246,22.238802122861625,19.55520629962696,15.820640437650995,48.55479557471439,39.69448119175823,30.82445117328135,14.944783626727135,38.24299381483733,32.065017621791284,46.18388119654072,18.193492483431374,49.4637101183046,33.768516830512,31.908537282731324,64.0217097031923,43.85244674485758,68.58900538899125
ICAM2,112.91786256310705,190.05235757496425,58.82042280366184,208.0404069558023,163.28597260188513,53.61439259426172,78.58210336434041,145.76334076973515,96.87684654459854,68.87595932317724,111.7872126895245,74.8183744508463,125.81126256988678,119.47060064119938,33.56466043742097,276.10728467300993,143.58841777229097,16.005427425798075,221.25552675814504,228.1634260899097
H2AFY,4771.016915691615,4962.132046410815,6899.100863753137,5795.718785503196,6417.0409472225865,5763.986666117514,9720.542298279994,7942.149884350971,9843.065051190477,9937.631338572384,5971.0551304358505,6503.498129646422,5610.545291565964,6791.6307440649325,6356.086750202138,2006.247176401007,2789.3379674654298,2656.900952682481,3544.075014198035,2677.770761411026
PEMT,535.1737351730451,574.3112226172417,652.3719620042493,809.9228257003476,963.093910256628,465.82996844194605,350.10563124925636,760.0517054421904,1456.2980503295166,709.552335668958,916.360967178602,1090.9231550880543,1355.25803097435,1698.0592984535954,764.9209457580673,21729.047388762985,9960.781721759296,8828.136470143767,17365.5689109636,7091.263291849585
C16orf87,198.31792668646526,175.51283295174298,121.91869453849907,213.06207195128718,97.7760314981348,291.80292362778505,307.3007456768108,137.95459037135646,498.85285266147173,162.44330029051238,290.4996645550143,301.4111656448381,153.6808460505579,283.2120329920818,227.88637875933185,377.4128351645458,517.1842084576035,647.0765659286936,643.8336499358635,662.0938683467931
SS18L1,307.44023084408974,254.4416809063729,346.5057634252079,307.0389454382186,365.6823578030242,587.1215451306037,879.7362303471277,944.208069003954,998.9638461871588,570.5008706202792,479.5083070629603,870.03081147127,1160.9672204233855,719.8558525944349,1114.700038737507,1599.0385910918915,1431.8956105625684,1801.7538302184118,877.0489348971515,1591.5448801486334
AC021205.3,32.26224644660201,27.001974300268145,10.694622327938516,2.8695228545627907,23.466247559552354,4.394622343791943,10.222062226255662,15.617500796757335,1.8872112963233483,20.792742437185577,5.883537509974973,7.838115418660091,15.129202460935753,9.703195991163401,19.432171832191084,39.72766685942588,70.46468649936502,48.016282277394225,63.7853770834292,148.3762157394505
DANCR,2442.4418339280464,2240.125329449169,3753.812437106419,2170.794039476751,3962.862556619404,2976.0382512159044,3494.028644712013,2543.0497130719864,1963.3288186083896,2872.6473223374205,2328.4099695725963,2605.8170987309045,2830.753407822453,1817.5298990947947,3273.4376731863713,2973.6158644280267,1481.0879388734454,1289.5801525928734,1481.016724155872,1002.2393440513824
SOS1,996.3340814391797,1065.5394473875044,1270.5211325590958,1239.6338731711255,1182.1122208124498,1273.5615552309052,1445.7829261260351,1475.8538252935682,2033.1556365723536,1705.0048798492176,1106.105051875295,1437.2253454034005,1933.3528197448425,1489.4405846435818,1549.274063348326,848.1856874487427,989.164655764671,921.4553217995178,821.236729949151,1514.5572210385415
GOSR1,1296.1831954723045,1237.9366679199854,1490.8303525146289,1661.4537327918554,1329.7540283746334,1825.5261216111735,1855.943172954544,1361.9762153172126,1541.2225586640675,1858.3513553234613,1428.228730546425,1456.464355976475,1690.489306556137,1719.8914894337129,1445.0469598847556,2024.1246264877486,1620.6877894853951,1872.635008818375,1295.6404720071555,1450.1675425101007
AC010733.1,50.29114887264431,39.46442397731498,71.65396959718804,12.912852845532555,7.8220825198507855,33.39912981281877,19.805245563370345,16.268229996622225,11.952338210047872,5.198185609296394,31.62401411611548,22.801790308829354,37.42486924547265,18.193492483431374,208.4542069271408,83.42810040479434,42.5447163769751,160.05427425798075,281.0543177738599,127.37958143669806
PLPP5,894.8028940925204,1084.2331219030748,1236.2983411096925,1403.9140565948453,1256.4220047510325,652.1619558187243,798.5986114262236,1216.8636037473425,1346.2107247106549,1437.2983209704532,921.5090624998303,932.0231788733998,2858.622991303124,1236.5510391238859,1210.0943368228086,1203.7483058406042,821.6448350303316,882.5849980511509,1315.5734023457273,502.5194476458746
NIPAL2,837.8695180102817,991.8032867983108,1626.6520560794486,2073.947643135257,1440.2409439675257,1740.2704481416094,893.7915659082294,1171.963288956665,1730.5727587285098,1405.4594341135128,1218.6277067535664,499.50171895279306,1271.6492805323367,1399.6860217253204,436.34058568647265,282.06643470192375,421.45859660940965,663.0819933544917,510.2830166674336,596.3044141981687
C9orf66,15.182233621930358,14.539524623221311,17.111395724701627,18.651898554658143,82.13186645843324,14.062791500134221,14.055335561101534,13.014583997297779,3.145352160538913,31.18911365577837,11.767075019949946,10.688339207263759,12.74038101973537,10.916095490058826,42.39746581568965,47.673200231311064,41.21519399019463,43.443303012880484,95.6780656251438,8.398653721100969
HSP90AA2P,39.85336325756719,39.46442397731498,59.88988503645569,45.91236567300464,103.64259338802287,100.19738943845631,75.38770891863551,55.96271118838045,171.1071575333169,79.27233054177003,76.48598762967465,48.45380440626238,65.29445272614377,171.01882934425498,77.72868732876434,67.537033661024,101.04370139531586,86.88660602576097,83.71830742200083,47.592371086238835
TTC39A,1073.194139150202,906.6432140051573,2133.577154423734,3342.2767448520103,2495.2443238324004,5106.551163486239,1910.8867574206681,1525.9599736831647,1177.6198489057692,1722.548756280593,5345.193827812263,1328.2042854893098,1477.0879244755695,975.7776468613696,455.7727575186637,31.7821334875407,25.26092534882897,43.443303012880484,27.90610247400028,9.798429341284463
ZNF451,584.5159944443187,428.9159763850286,472.7023068948823,545.9267230805709,437.0588607966626,918.4760698525163,1064.3722293088706,898.6570250134117,1123.5197917444998,811.5667282513997,754.5636856542903,858.6299163168553,929.2515406269487,671.9463223880655,782.5865565146048,907.7771877378813,776.4410738797957,1209.5530154638832,787.3507483735792,942.048992383492
MCM5,729.6961034540277,999.0730491099214,1048.0729881379748,1084.6796390247348,1833.3005905900282,1311.355307387516,910.4024170258948,1453.7290324981618,1691.5703919378275,2524.3688865145623,1795.949824919861,1360.2693031111012,1196.0032682276578,1662.885212985628,1595.204651315323,788.5941871596037,654.1250142959923,573.9088976964739,514.2696027351478,758.6783861394542
SRSF4,4086.867513103378,3357.591650491035,3461.8492475536973,2413.9861014009475,2713.284874073241,3766.191348629696,3108.1457956708623,2263.236157130084,1877.146169409624,3042.887901041877,2687.305757681069,3240.7044476423716,2733.6080025469705,2231.1286282181345,8290.47112804298,4709.714906184938,4348.867727158923,7207.015320873647,4439.063586399901,5240.759921967005
RARA-AS1,148.97566741519162,85.16007279315338,191.43373967009944,126.25900560076279,150.5750885071276,30.762356406543606,54.94358446612418,82.6426083828409,66.68146580342497,37.03707246623681,104.43279080205578,64.13003524358254,93.96031002054836,82.47716592488891,109.52678669053158,164.8698174666174,172.83791028146138,137.1893779354121,177.40308001328748,55.99102480733979
ZFAND1,1110.2008336036574,766.4406551383804,790.3325900346564,1267.6117210031127,1011.004165690714,2070.746048394764,2022.051684131198,1853.9274904150686,2819.4936767070817,1491.8792698680654,3666.9147530919017,2270.915803569973,1850.5403431165626,2056.471100377193,991.0407634417456,1247.4487393859727,1623.346834258956,1422.1965512637719,1349.4593839212994,1026.0355295945017
MTMR3,372.9136133386644,331.2934539148284,531.5227296985444,305.6041840109372,307.99449921912463,139.7489905325838,141.1922345001563,203.67823955771027,170.4780871012091,212.47583677999012,141.94034242814624,157.47486432035274,195.08708436469783,240.76055053074188,326.813798995941,270.148134644096,247.29116394116772,276.665245503081,215.2756476565736,275.7557971761485
TMBIM1,5193.272788301552,7043.361142477635,9780.232118899774,7552.584153209264,6659.5255053379615,4725.097944045098,4849.090768580029,4026.0615595640693,3793.923776042037,4470.4396239949,4172.89897894975,5596.414408923304,3868.298187117152,3599.8857127216215,1142.9650159479668,2486.95194540006,2874.4274002193797,2876.40395737914,2136.8101322948787,2108.0620839963435
TNFRSF11A,937.5029261541997,948.1847129286467,1591.3598023972513,1840.79891120203,1337.576110894484,482.5295333483554,1022.8451015147072,207.5826147568996,947.3800707543206,1495.7779090750378,309.62116146243295,1267.6370299814819,838.4763258613341,713.7913550999577,1275.4570966219972,15.89106674377035,58.49898501834076,41.156813380623625,3.9865860677143248,160.9741963211019
BAG6,5110.719392982307,6418.161583679121,6663.81917253849,6075.497263823067,6114.913009893351,5582.0493010845275,5312.277963207239,5283.270373703034,8099.91088381981,5143.604660398783,7127.90569333468,6984.473393973291,5812.798840254262,6826.804829532901,3589.65210572839,8801.664592705803,7660.70799262908,6066.056994377471,7002.438427940212,5778.273760117467
TMA7,2931.1199786339303,956.4930127133447,2943.160064648679,2304.9442329275616,3049.634422426825,2191.1587006146633,2280.1587553441536,2207.2734459417034,2440.164206146089,1768.6826535630985,2101.8937754385597,1522.7320590615104,1557.511579662649,1035.8161720566932,2674.573468539755,4783.211089874876,2676.328564589089,2334.505914534262,3942.7336209694677,1472.5639524330365
GAR1,480.13813829354757,567.0414603056311,753.9708741196654,708.0547643633687,580.7896270989207,1257.7409147932547,927.0132681435604,718.4050366508376,992.0440714339733,1148.1492464533412,1203.918862978629,800.9128845976311,616.3159318296987,630.7077394256211,665.9935255214583,405.22220196614404,397.52719364736106,377.27078932238317,310.9537132817173,233.7625285706436
AL121871.1,5.693337608223884,6.231224838523418,2.1389244655877038,4.304284281844185,21.51072692958966,12.304942562617445,12.777577782819574,2.602916799459556,10.065126913724523,5.198185609296394,14.708843774937431,5.7004475772073375,4.777642882400763,10.916095490058826,7.066244302614941,11.918300057827766,7.977134320682831,4.572979264513736,15.9463442708573,2.799551240366989
METRNL,2094.199350225019,2071.882258809037,3660.7692228533538,1901.0588911478487,2263.515129181821,651.2830313499661,1282.8688093950855,1604.698206866816,800.1775896410995,749.8382741410051,1098.7506299878262,1632.4656749227515,1820.2819381946908,1075.841855520242,614.7632543274998,564.1328694038475,1011.7665363399393,306.3896107224203,2746.7578006551707,622.9001509816553
S100A16,3449.2137009823027,5821.0025366539585,8638.046454275942,3655.054735999354,6895.165741248466,4951.860456984762,4276.016405020571,4344.918867497864,3196.306865539644,6174.794730642955,3735.3108766453606,5490.243572797818,5542.862017398621,3385.8089511665794,2588.0119758327223,7317.836235506247,3923.420563389173,2970.1500323016717,5393.850949617482,2151.455128222032
KCTD10,2859.9532585311317,2562.0719461062117,2148.549625682848,3527.3609689713103,2076.762909020383,1256.861990324496,2020.7739263529159,2046.543333575076,2458.4072486772147,1995.4535007686536,1795.2143827311138,1520.5943912200573,1449.2183409948984,2337.863784120932,789.6528008172197,641.601819779728,755.168715691308,512.1736776255384,633.8671847665778,900.0557237779872
AC004847.1,18.977792027412946,37.38734903114051,14.972471259113922,22.95618283650232,23.466247559552354,17.578489375167774,12.138698893678598,49.45541918973157,10.065126913724523,25.990928046481976,38.24299381483733,38.47802114614954,52.55407170640839,27.89668847459478,35.3312215130747,31.7821334875407,26.59044773560944,59.44873043867857,123.58416809914408,95.18474217247767
SAMSN1,94.88896013706473,174.4742954786557,105.87676104659133,233.1487319332267,271.8173675648148,88.77137134459727,558.3801491092155,460.71627350434136,215.77115821296942,228.07039360787928,141.94034242814624,210.91656035667148,246.0486084436393,314.1409702139151,296.7822607098276,131.1013006361054,348.33486533648363,214.93002543214558,978.7068796238667,489.9214670642232
ZNF606,172.69790744945786,164.0889207477833,181.8085795749548,190.8232698284256,188.70774079140014,127.44404796996638,332.85590124245,92.40354638081423,89.32800135930513,39.636165270885016,81.63408295090275,369.81653657132614,100.33050053041605,98.24485941052944,98.9274202366092,196.6519509541581,200.7578804038513,178.34619131603574,119.59758203142977,173.57217690275337
ACSL5,7294.114365736165,9361.376782408348,13239.942441987883,9821.659350454793,9102.94853247635,9875.595330969256,9003.720184663815,7759.945708388803,16691.754845547905,9550.366510679802,18971.466700914298,7082.093558732968,7503.288146810401,10540.096645401243,7274.698509542081,7131.116201266946,12496.180913349655,7090.4043496285485,7727.99709226422,4141.936060122961
LTBP4,7975.41709952029,11011.612827143967,6812.474422896835,6591.29399693073,7827.949081740672,2293.113938990636,1413.8389816689862,1830.5012392199328,979.4626627918176,2833.660930267697,1863.6105062845731,3805.7613137330495,3076.802016266092,1650.149768247226,7721.638461682477,2751.1409300152422,3690.7541457025895,3009.0203560500377,4927.420379694906,3590.4244657706645
ARPC1A,1207.936462544834,650.1244581526099,1172.1306071420613,672.1857286813338,909.3170929326536,1264.7723105433215,905.291385912767,827.7275422281389,971.9138176065244,995.4525441802596,960.4874985034143,772.4106467115944,680.0178369283755,523.366133773376,1298.4223906054954,1199.7755391546616,896.098088690038,544.1845324771347,984.6867587254384,545.912491871563
